Date,Time,AI Output,Weather
2026-02-08,09:35:38,"Chunk 0 from recording_20260208_093529.wav: [(4862, 'Power tools_Power tools', 0.5378549), (2143, 'Engine_Engine', 0.06472743), (2325, 'Fireworks_Fireworks', 0.02829842), (2609, 'Gun_Gun', 0.026001882), (2818, 'Human non-vocal_Human non-vocal', 0.010462552)]",
2026-02-08,09:36:07,"Chunk 0 from recording_20260208_093559.wav: [(4862, 'Power tools_Power tools', 0.29900855), (2143, 'Engine_Engine', 0.06573178), (184, 'Alouatta pigra_Mexican Black Howler Monkey', 0.025942784), (2325, 'Fireworks_Fireworks', 0.025671417), (2818, 'Human non-vocal_Human non-vocal', 0.0072389874)]",
2026-02-08,09:36:20,"Chunk 0 from recording_20260208_093611.wav: [(4862, 'Power tools_Power tools', 0.28518504), (184, 'Alouatta pigra_Mexican Black Howler Monkey', 0.07092583), (2143, 'Engine_Engine', 0.040687658), (2818, 'Human non-vocal_Human non-vocal', 0.032898102), (2609, 'Gun_Gun', 0.032839786)]",
2026-02-08,09:37:21,"Chunk 0 from recording_20260208_093712.wav: [(4862, 'Power tools_Power tools', 0.32604507), (184, 'Alouatta pigra_Mexican Black Howler Monkey', 0.09492977), (2143, 'Engine_Engine', 0.059306867), (2609, 'Gun_Gun', 0.04095349), (2325, 'Fireworks_Fireworks', 0.014524163)]",
2026-02-08,09:37:44,"Chunk 0 from recording_20260208_093736.wav: [(184, 'Alouatta pigra_Mexican Black Howler Monkey', 0.2340295), (4862, 'Power tools_Power tools', 0.1499448), (2609, 'Gun_Gun', 0.031991128), (2143, 'Engine_Engine', 0.025498824), (2818, 'Human non-vocal_Human non-vocal', 0.022058606)]",
2026-02-08,09:38:13,"Chunk 0 from recording_20260208_093806.wav: [(184, 'Alouatta pigra_Mexican Black Howler Monkey', 0.20951934), (4862, 'Power tools_Power tools', 0.06235998), (2143, 'Engine_Engine', 0.033711847), (743, 'Bubo bubo_Eurasian Eagle-Owl', 0.019280098), (536, 'Asio otus_Long-eared Owl', 0.0129874535)]",
2026-02-08,09:39:07,"Chunk 0 from recording_20260208_093900.wav: [(4862, 'Power tools_Power tools', 0.23728748), (2143, 'Engine_Engine', 0.04693814), (2325, 'Fireworks_Fireworks', 0.045489334), (184, 'Alouatta pigra_Mexican Black Howler Monkey', 0.029217957), (1997, 'Dryocopus martius_Black Woodpecker', 0.010028936)]",
2026-02-08,09:39:20,"Chunk 0 from recording_20260208_093912.wav: [(4862, 'Power tools_Power tools', 0.25868428), (2325, 'Fireworks_Fireworks', 0.07606169), (2143, 'Engine_Engine', 0.048304036), (184, 'Alouatta pigra_Mexican Black Howler Monkey', 0.028302873), (2609, 'Gun_Gun', 0.016203472)]",
2026-02-08,09:40:33,"Chunk 0 from recording_20260208_094025.wav: [(4862, 'Power tools_Power tools', 0.42644617), (184, 'Alouatta pigra_Mexican Black Howler Monkey', 0.09021608), (2143, 'Engine_Engine', 0.07802937), (2609, 'Gun_Gun', 0.036712747), (2325, 'Fireworks_Fireworks', 0.028347284)]",
2026-02-08,09:40:40,"Chunk 0 from recording_20260208_094031.wav: [(4862, 'Power tools_Power tools', 0.2593989), (2325, 'Fireworks_Fireworks', 0.07998429), (2143, 'Engine_Engine', 0.06450411), (184, 'Alouatta pigra_Mexican Black Howler Monkey', 0.024110347), (1997, 'Dryocopus martius_Black Woodpecker', 0.0114476625)]",
2026-02-08,09:40:56,"Chunk 0 from recording_20260208_094049.wav: [(4862, 'Power tools_Power tools', 0.3512537), (1629, 'Coturnicops noveboracensis_Yellow Rail', 0.100392856), (2143, 'Engine_Engine', 0.05349112), (2325, 'Fireworks_Fireworks', 0.039624583), (5560, 'Siren_Siren', 0.005856409)]",
2026-02-08,09:41:02,"Chunk 0 from recording_20260208_094055.wav: [(4862, 'Power tools_Power tools', 0.2720781), (184, 'Alouatta pigra_Mexican Black Howler Monkey', 0.061242532), (2143, 'Engine_Engine', 0.05281908), (2325, 'Fireworks_Fireworks', 0.049686275), (2609, 'Gun_Gun', 0.026930304)]",
2026-02-08,09:41:28,"Chunk 0 from recording_20260208_094119.wav: [(4862, 'Power tools_Power tools', 0.3944847), (184, 'Alouatta pigra_Mexican Black Howler Monkey', 0.1690554), (2143, 'Engine_Engine', 0.06851229), (2609, 'Gun_Gun', 0.03858883), (2818, 'Human non-vocal_Human non-vocal', 0.022792725)]",
2026-02-08,09:41:34,"Chunk 0 from recording_20260208_094125.wav: [(4862, 'Power tools_Power tools', 0.32715827), (184, 'Alouatta pigra_Mexican Black Howler Monkey', 0.11813953), (2143, 'Engine_Engine', 0.0374435), (2609, 'Gun_Gun', 0.0264324), (2325, 'Fireworks_Fireworks', 0.018277861)]",
2026-02-08,09:41:44,"Chunk 0 from recording_20260208_094137.wav: [(184, 'Alouatta pigra_Mexican Black Howler Monkey', 0.23564443), (4862, 'Power tools_Power tools', 0.0664572), (2143, 'Engine_Engine', 0.01979328), (2325, 'Fireworks_Fireworks', 0.010922075), (743, 'Bubo bubo_Eurasian Eagle-Owl', 0.010663608)]",
2026-02-08,09:41:50,"Chunk 0 from recording_20260208_094143.wav: [(184, 'Alouatta pigra_Mexican Black Howler Monkey', 0.22995214), (4862, 'Power tools_Power tools', 0.073580876), (2143, 'Engine_Engine', 0.017728493), (2325, 'Fireworks_Fireworks', 0.016021809), (5560, 'Siren_Siren', 0.011532329)]",
2026-02-08,09:42:10,"Chunk 0 from recording_20260208_094201.wav: [(4862, 'Power tools_Power tools', 0.28034106), (2143, 'Engine_Engine', 0.05038082), (2325, 'Fireworks_Fireworks', 0.032444753), (2609, 'Gun_Gun', 0.018425927), (184, 'Alouatta pigra_Mexican Black Howler Monkey', 0.012847083)]",
2026-02-08,09:42:51,"Chunk 0 from recording_20260208_094243.wav: [(4862, 'Power tools_Power tools', 0.23077066), (2143, 'Engine_Engine', 0.036256146), (2325, 'Fireworks_Fireworks', 0.026942348), (184, 'Alouatta pigra_Mexican Black Howler Monkey', 0.018787723), (2818, 'Human non-vocal_Human non-vocal', 0.01566301)]",
2026-02-08,09:42:58,"Chunk 0 from recording_20260208_094249.wav: [(4862, 'Power tools_Power tools', 0.2556548), (184, 'Alouatta pigra_Mexican Black Howler Monkey', 0.098317504), (2143, 'Engine_Engine', 0.052456412), (2818, 'Human non-vocal_Human non-vocal', 0.012602096), (2325, 'Fireworks_Fireworks', 0.0109916385)]",
2026-02-08,09:43:04,"Chunk 0 from recording_20260208_094255.wav: [(184, 'Alouatta pigra_Mexican Black Howler Monkey', 0.28887546), (4862, 'Power tools_Power tools', 0.065694526), (2143, 'Engine_Engine', 0.02138923), (5560, 'Siren_Siren', 0.014381227), (743, 'Bubo bubo_Eurasian Eagle-Owl', 0.010464991)]",
2026-02-08,09:43:10,"Chunk 0 from recording_20260208_094301.wav: [(4862, 'Power tools_Power tools', 0.3481637), (2143, 'Engine_Engine', 0.05644386), (2325, 'Fireworks_Fireworks', 0.02922025), (2609, 'Gun_Gun', 0.026740272), (184, 'Alouatta pigra_Mexican Black Howler Monkey', 0.012630763)]",
2026-02-08,09:43:17,"Chunk 0 from recording_20260208_094308.wav: [(4862, 'Power tools_Power tools', 0.26011992), (2143, 'Engine_Engine', 0.051705405), (184, 'Alouatta pigra_Mexican Black Howler Monkey', 0.0328347), (2609, 'Gun_Gun', 0.017873691), (2325, 'Fireworks_Fireworks', 0.0128492)]",
2026-02-08,09:44:11,"Chunk 0 from recording_20260208_094402.wav: [(184, 'Alouatta pigra_Mexican Black Howler Monkey', 0.36214757), (4862, 'Power tools_Power tools', 0.19580543), (2143, 'Engine_Engine', 0.052611858), (5560, 'Siren_Siren', 0.015940823), (2325, 'Fireworks_Fireworks', 0.01381805)]",
2026-02-08,09:44:59,"Chunk 0 from recording_20260208_094450.wav: [(4862, 'Power tools_Power tools', 0.20390497), (2143, 'Engine_Engine', 0.048592538), (2609, 'Gun_Gun', 0.04688195), (2325, 'Fireworks_Fireworks', 0.019046934), (2818, 'Human non-vocal_Human non-vocal', 0.00470029)]",
2026-02-08,09:45:05,"Chunk 0 from recording_20260208_094456.wav: [(4862, 'Power tools_Power tools', 0.20639755), (2143, 'Engine_Engine', 0.034164097), (2325, 'Fireworks_Fireworks', 0.024094157), (2609, 'Gun_Gun', 0.016903063), (184, 'Alouatta pigra_Mexican Black Howler Monkey', 0.006722489)]",
2026-02-08,09:45:15,"Chunk 0 from recording_20260208_094508.wav: [(184, 'Alouatta pigra_Mexican Black Howler Monkey', 0.5322797), (4862, 'Power tools_Power tools', 0.07997949), (2143, 'Engine_Engine', 0.015807275), (2325, 'Fireworks_Fireworks', 0.013881078), (2609, 'Gun_Gun', 0.011271944)]",
2026-02-08,09:46:10,"Chunk 0 from recording_20260208_094602.wav: [(4862, 'Power tools_Power tools', 0.20436612), (2143, 'Engine_Engine', 0.053771254), (184, 'Alouatta pigra_Mexican Black Howler Monkey', 0.033444423), (2609, 'Gun_Gun', 0.031113943), (2325, 'Fireworks_Fireworks', 0.013677713)]",
2026-02-08,09:46:23,"Chunk 0 from recording_20260208_094615.wav: [(4862, 'Power tools_Power tools', 0.2121527), (184, 'Alouatta pigra_Mexican Black Howler Monkey', 0.14387359), (2143, 'Engine_Engine', 0.036016617), (2609, 'Gun_Gun', 0.015257932), (2325, 'Fireworks_Fireworks', 0.012779626)]",
2026-02-08,09:46:45,"Chunk 0 from recording_20260208_094639.wav: [(4862, 'Power tools_Power tools', 0.24968354), (2143, 'Engine_Engine', 0.04878077), (184, 'Alouatta pigra_Mexican Black Howler Monkey', 0.032807905), (2818, 'Human non-vocal_Human non-vocal', 0.0216284), (2609, 'Gun_Gun', 0.009388944)]",
2026-02-08,09:47:04,"Chunk 0 from recording_20260208_094657.wav: [(4862, 'Power tools_Power tools', 0.20914933), (2325, 'Fireworks_Fireworks', 0.044864133), (184, 'Alouatta pigra_Mexican Black Howler Monkey', 0.040055223), (2143, 'Engine_Engine', 0.035818577), (2609, 'Gun_Gun', 0.020352807)]",
2026-02-08,09:47:17,"Chunk 0 from recording_20260208_094709.wav: [(4862, 'Power tools_Power tools', 0.22757642), (2143, 'Engine_Engine', 0.07388927), (2609, 'Gun_Gun', 0.028647773), (2325, 'Fireworks_Fireworks', 0.018988555), (184, 'Alouatta pigra_Mexican Black Howler Monkey', 0.018077439)]",
2026-02-08,09:47:36,"Chunk 0 from recording_20260208_094727.wav: [(4862, 'Power tools_Power tools', 0.33883554), (2143, 'Engine_Engine', 0.13728544), (2609, 'Gun_Gun', 0.07904103), (2325, 'Fireworks_Fireworks', 0.013966555), (184, 'Alouatta pigra_Mexican Black Howler Monkey', 0.013847034)]",
2026-02-08,09:47:40,"Chunk 0 from recording_20260208_094733.wav: [(4862, 'Power tools_Power tools', 0.3260377), (2143, 'Engine_Engine', 0.046424583), (2325, 'Fireworks_Fireworks', 0.019097619), (2609, 'Gun_Gun', 0.0079033235), (5560, 'Siren_Siren', 0.004441271)]",
2026-02-08,09:47:52,"Chunk 0 from recording_20260208_094745.wav: [(4862, 'Power tools_Power tools', 0.20377737), (2143, 'Engine_Engine', 0.049700733), (184, 'Alouatta pigra_Mexican Black Howler Monkey', 0.0459538), (2609, 'Gun_Gun', 0.02462893), (2818, 'Human non-vocal_Human non-vocal', 0.010081336)]",
2026-02-08,09:48:28,"Chunk 0 from recording_20260208_094821.wav: [(4862, 'Power tools_Power tools', 0.21344724), (184, 'Alouatta pigra_Mexican Black Howler Monkey', 0.058318704), (2143, 'Engine_Engine', 0.030908272), (2609, 'Gun_Gun', 0.021760708), (2325, 'Fireworks_Fireworks', 0.011614691)]",
2026-02-08,09:48:40,"Chunk 0 from recording_20260208_094833.wav: [(4862, 'Power tools_Power tools', 0.21030208), (2143, 'Engine_Engine', 0.038193494), (2818, 'Human non-vocal_Human non-vocal', 0.020297378), (184, 'Alouatta pigra_Mexican Black Howler Monkey', 0.018025381), (2609, 'Gun_Gun', 0.011496683)]",
2026-02-08,09:49:06,"Chunk 0 from recording_20260208_094857.wav: [(4862, 'Power tools_Power tools', 0.2351302), (2143, 'Engine_Engine', 0.10685502), (184, 'Alouatta pigra_Mexican Black Howler Monkey', 0.030366462), (2609, 'Gun_Gun', 0.022878416), (5560, 'Siren_Siren', 0.015034894)]",
2026-02-08,09:49:41,"Chunk 0 from recording_20260208_094934.wav: [(4862, 'Power tools_Power tools', 0.26111364), (2143, 'Engine_Engine', 0.062332038), (2609, 'Gun_Gun', 0.039035644), (2325, 'Fireworks_Fireworks', 0.033052243), (184, 'Alouatta pigra_Mexican Black Howler Monkey', 0.016701618)]",
2026-02-08,09:49:48,"Chunk 0 from recording_20260208_094940.wav: [(4862, 'Power tools_Power tools', 0.23180085), (2143, 'Engine_Engine', 0.0435555), (2609, 'Gun_Gun', 0.02441523), (2325, 'Fireworks_Fireworks', 0.012059937), (184, 'Alouatta pigra_Mexican Black Howler Monkey', 0.0058672326)]",
2026-02-08,09:49:54,"Chunk 0 from recording_20260208_094946.wav: [(4862, 'Power tools_Power tools', 0.21566425), (2143, 'Engine_Engine', 0.07946962), (184, 'Alouatta pigra_Mexican Black Howler Monkey', 0.062438123), (2609, 'Gun_Gun', 0.035073075), (2325, 'Fireworks_Fireworks', 0.014201523)]",
2026-02-08,09:50:07,"Chunk 0 from recording_20260208_094958.wav: [(4862, 'Power tools_Power tools', 0.30357474), (2143, 'Engine_Engine', 0.053077947), (2609, 'Gun_Gun', 0.04943656), (184, 'Alouatta pigra_Mexican Black Howler Monkey', 0.047787845), (2818, 'Human non-vocal_Human non-vocal', 0.011637808)]",
2026-02-08,09:50:17,"Chunk 0 from recording_20260208_095010.wav: [(184, 'Alouatta pigra_Mexican Black Howler Monkey', 0.28902802), (4862, 'Power tools_Power tools', 0.15871829), (2143, 'Engine_Engine', 0.030768435), (2609, 'Gun_Gun', 0.023306357), (2325, 'Fireworks_Fireworks', 0.020724172)]",
2026-02-08,09:50:29,"Chunk 0 from recording_20260208_095022.wav: [(4862, 'Power tools_Power tools', 0.31516477), (2143, 'Engine_Engine', 0.08882149), (184, 'Alouatta pigra_Mexican Black Howler Monkey', 0.014099481), (2609, 'Gun_Gun', 0.013649649), (2325, 'Fireworks_Fireworks', 0.012385371)]",
2026-02-08,09:50:36,"Chunk 0 from recording_20260208_095028.wav: [(4862, 'Power tools_Power tools', 0.27368462), (2143, 'Engine_Engine', 0.072225645), (2609, 'Gun_Gun', 0.019771371), (2325, 'Fireworks_Fireworks', 0.01533397), (184, 'Alouatta pigra_Mexican Black Howler Monkey', 0.0050000735)]",
2026-02-08,09:50:49,"Chunk 0 from recording_20260208_095040.wav: [(4862, 'Power tools_Power tools', 0.3393146), (2325, 'Fireworks_Fireworks', 0.060579155), (184, 'Alouatta pigra_Mexican Black Howler Monkey', 0.0543163), (2609, 'Gun_Gun', 0.048194755), (2143, 'Engine_Engine', 0.03222747)]",
2026-02-08,09:51:05,"Chunk 0 from recording_20260208_095058.wav: [(4862, 'Power tools_Power tools', 0.26889846), (2143, 'Engine_Engine', 0.085941814), (184, 'Alouatta pigra_Mexican Black Howler Monkey', 0.048143543), (2325, 'Fireworks_Fireworks', 0.015711892), (2609, 'Gun_Gun', 0.015185975)]",
2026-02-08,09:51:37,"Chunk 0 from recording_20260208_095128.wav: [(4862, 'Power tools_Power tools', 0.36409354), (2143, 'Engine_Engine', 0.0647659), (1629, 'Coturnicops noveboracensis_Yellow Rail', 0.026301073), (2609, 'Gun_Gun', 0.018164214), (2325, 'Fireworks_Fireworks', 0.01089969)]",
2026-02-08,09:52:06,"Chunk 0 from recording_20260208_095158.wav: [(4862, 'Power tools_Power tools', 0.25088605), (184, 'Alouatta pigra_Mexican Black Howler Monkey', 0.1109923), (2143, 'Engine_Engine', 0.052113608), (2609, 'Gun_Gun', 0.021218365), (2818, 'Human non-vocal_Human non-vocal', 0.0078201275)]",
2026-02-08,09:52:18,"Chunk 0 from recording_20260208_095210.wav: [(4862, 'Power tools_Power tools', 0.219441), (2143, 'Engine_Engine', 0.053224105), (2609, 'Gun_Gun', 0.039205164), (2325, 'Fireworks_Fireworks', 0.01660979), (184, 'Alouatta pigra_Mexican Black Howler Monkey', 0.01594553)]",
2026-02-08,09:52:54,"Chunk 0 from recording_20260208_095247.wav: [(4862, 'Power tools_Power tools', 0.21441518), (2143, 'Engine_Engine', 0.06842783), (184, 'Alouatta pigra_Mexican Black Howler Monkey', 0.048297077), (2325, 'Fireworks_Fireworks', 0.025008606), (2609, 'Gun_Gun', 0.018685635)]",
2026-02-08,09:53:54,"Chunk 0 from recording_20260208_095347.wav: [(4862, 'Power tools_Power tools', 0.22689436), (2143, 'Engine_Engine', 0.08477093), (184, 'Alouatta pigra_Mexican Black Howler Monkey', 0.07761383), (2325, 'Fireworks_Fireworks', 0.02279792), (2609, 'Gun_Gun', 0.022682773)]",
2026-02-08,09:54:14,"Chunk 0 from recording_20260208_095405.wav: [(4862, 'Power tools_Power tools', 0.23782016), (2143, 'Engine_Engine', 0.050089046), (1629, 'Coturnicops noveboracensis_Yellow Rail', 0.020211762), (2818, 'Human non-vocal_Human non-vocal', 0.020006923), (184, 'Alouatta pigra_Mexican Black Howler Monkey', 0.018917507)]",
2026-02-08,09:54:26,"Chunk 0 from recording_20260208_095417.wav: [(4862, 'Power tools_Power tools', 0.24482773), (2143, 'Engine_Engine', 0.059434094), (2609, 'Gun_Gun', 0.04058013), (2325, 'Fireworks_Fireworks', 0.017255427), (184, 'Alouatta pigra_Mexican Black Howler Monkey', 0.013436861)]",
2026-02-08,09:54:49,"Chunk 0 from recording_20260208_095441.wav: [(4862, 'Power tools_Power tools', 0.26735842), (2143, 'Engine_Engine', 0.10172182), (2325, 'Fireworks_Fireworks', 0.018718142), (2609, 'Gun_Gun', 0.013242024), (2818, 'Human non-vocal_Human non-vocal', 0.011746272)]",
2026-02-08,09:55:01,"Chunk 0 from recording_20260208_095453.wav: [(4862, 'Power tools_Power tools', 0.2560291), (2143, 'Engine_Engine', 0.092756175), (2609, 'Gun_Gun', 0.030588558), (2325, 'Fireworks_Fireworks', 0.015985915), (184, 'Alouatta pigra_Mexican Black Howler Monkey', 0.011302878)]",
2026-02-08,09:55:37,"Chunk 0 from recording_20260208_095529.wav: [(4862, 'Power tools_Power tools', 0.20224114), (184, 'Alouatta pigra_Mexican Black Howler Monkey', 0.040827412), (2143, 'Engine_Engine', 0.04023513), (2609, 'Gun_Gun', 0.022814667), (2818, 'Human non-vocal_Human non-vocal', 0.016469434)]",
2026-02-08,09:55:43,"Chunk 0 from recording_20260208_095535.wav: [(4862, 'Power tools_Power tools', 0.22074662), (184, 'Alouatta pigra_Mexican Black Howler Monkey', 0.053613853), (2143, 'Engine_Engine', 0.030196149), (2325, 'Fireworks_Fireworks', 0.017604258), (2818, 'Human non-vocal_Human non-vocal', 0.010574884)]",
2026-02-08,09:55:50,"Chunk 0 from recording_20260208_095541.wav: [(4862, 'Power tools_Power tools', 0.35819417), (2143, 'Engine_Engine', 0.053277954), (184, 'Alouatta pigra_Mexican Black Howler Monkey', 0.0378865), (2609, 'Gun_Gun', 0.036400292), (2818, 'Human non-vocal_Human non-vocal', 0.017500708)]",
2026-02-08,09:56:02,"Chunk 0 from recording_20260208_095554.wav: [(4862, 'Power tools_Power tools', 0.3043907), (2143, 'Engine_Engine', 0.050532274), (2609, 'Gun_Gun', 0.024807213), (184, 'Alouatta pigra_Mexican Black Howler Monkey', 0.022630723), (2325, 'Fireworks_Fireworks', 0.012414873)]",
2026-02-08,09:56:19,"Chunk 0 from recording_20260208_095612.wav: [(4862, 'Power tools_Power tools', 0.21776661), (184, 'Alouatta pigra_Mexican Black Howler Monkey', 0.068448626), (2609, 'Gun_Gun', 0.03878149), (2143, 'Engine_Engine', 0.029480364), (2325, 'Fireworks_Fireworks', 0.011974033)]",
2026-02-08,09:56:31,"Chunk 0 from recording_20260208_095624.wav: [(4862, 'Power tools_Power tools', 0.22309914), (2143, 'Engine_Engine', 0.047211025), (184, 'Alouatta pigra_Mexican Black Howler Monkey', 0.03620029), (2818, 'Human non-vocal_Human non-vocal', 0.027220095), (2325, 'Fireworks_Fireworks', 0.01575268)]",
2026-02-08,10:00:19,"Chunk 0 from recording_20260208_095636.wav: [(4862, 'Power tools_Power tools', 0.22775497), (2143, 'Engine_Engine', 0.059462413), (184, 'Alouatta pigra_Mexican Black Howler Monkey', 0.03684185), (2609, 'Gun_Gun', 0.025653996), (2325, 'Fireworks_Fireworks', 0.011518558)]",
2026-02-08,10:03:15,"Chunk 0 from recording_20260208_100305.wav: [(4862, 'Power tools_Power tools', 0.21120939), (2143, 'Engine_Engine', 0.05925364), (2609, 'Gun_Gun', 0.020283997), (5560, 'Siren_Siren', 0.015659561), (184, 'Alouatta pigra_Mexican Black Howler Monkey', 0.015646484)]",
2026-02-08,10:06:44,"Chunk 0 from recording_20260208_100637.wav: [(4862, 'Power tools_Power tools', 0.2772082), (2143, 'Engine_Engine', 0.034760013), (184, 'Alouatta pigra_Mexican Black Howler Monkey', 0.021650504), (2609, 'Gun_Gun', 0.018436477), (2325, 'Fireworks_Fireworks', 0.013442552)]",
2026-02-08,10:07:26,"Chunk 0 from recording_20260208_100719.wav: [(4862, 'Power tools_Power tools', 0.36244905), (2143, 'Engine_Engine', 0.046493236), (2609, 'Gun_Gun', 0.025017168), (2325, 'Fireworks_Fireworks', 0.022458177), (184, 'Alouatta pigra_Mexican Black Howler Monkey', 0.01235974)]",
2026-02-08,10:07:39,"Chunk 0 from recording_20260208_100731.wav: [(4862, 'Power tools_Power tools', 0.35025096), (2143, 'Engine_Engine', 0.07169542), (2609, 'Gun_Gun', 0.02988282), (2325, 'Fireworks_Fireworks', 0.016589155), (184, 'Alouatta pigra_Mexican Black Howler Monkey', 0.015870485)]",
2026-02-08,10:07:46,"Chunk 0 from recording_20260208_100737.wav: [(4862, 'Power tools_Power tools', 0.46345988), (2143, 'Engine_Engine', 0.05233725), (2609, 'Gun_Gun', 0.03189364), (2818, 'Human non-vocal_Human non-vocal', 0.015003392), (2325, 'Fireworks_Fireworks', 0.0116780745)]",
2026-02-08,10:07:58,"Chunk 0 from recording_20260208_100749.wav: [(4862, 'Power tools_Power tools', 0.24353333), (2609, 'Gun_Gun', 0.060035627), (2143, 'Engine_Engine', 0.047512263), (2325, 'Fireworks_Fireworks', 0.041215923), (184, 'Alouatta pigra_Mexican Black Howler Monkey', 0.019738846)]",
2026-02-08,10:08:02,"Chunk 0 from recording_20260208_100755.wav: [(4862, 'Power tools_Power tools', 0.306975), (2143, 'Engine_Engine', 0.0776675), (184, 'Alouatta pigra_Mexican Black Howler Monkey', 0.021012237), (2325, 'Fireworks_Fireworks', 0.015114522), (2818, 'Human non-vocal_Human non-vocal', 0.010728343)]",
2026-02-08,10:08:40,"Chunk 0 from recording_20260208_100832.wav: [(4862, 'Power tools_Power tools', 0.38905182), (2143, 'Engine_Engine', 0.1394109), (184, 'Alouatta pigra_Mexican Black Howler Monkey', 0.051899936), (2609, 'Gun_Gun', 0.030840943), (2325, 'Fireworks_Fireworks', 0.017960675)]",
2026-02-08,10:08:56,"Chunk 0 from recording_20260208_100850.wav: [(4862, 'Power tools_Power tools', 0.28620228), (2143, 'Engine_Engine', 0.04160283), (184, 'Alouatta pigra_Mexican Black Howler Monkey', 0.021269953), (2609, 'Gun_Gun', 0.018240107), (2325, 'Fireworks_Fireworks', 0.015252746)]",
