Date,Time,AI Output,Weather
2026-01-27,14:34:23,"Chunk 2 from recording_20260127_142156.wav: [(5294, 'Rhodinocichla rosea_Rosy Thrush-Tanager', 0.95957583), (4099, 'Oriolus xanthornus_Black-hooded Oriole', 0.02772619), (2682, 'Harpactes fasciatus_Malabar Trogon', 0.017693227), (2035, 'Dysithamnus mentalis_Plain Antvireo', 0.008233481), (221, 'Amblycercus holosericeus_Yellow-billed Cacique', 0.0077838167)]",
2026-01-27,14:34:27,"Chunk 3 from recording_20260127_143042.wav: [(5756, 'Streptopelia vinacea_Vinaceous Dove', 0.5841739), (4995, 'Psilopogon zeylanicus_Brown-headed Barbet', 0.41944504), (4010, 'Odontophorus gujanensis_Marbled Wood-Quail', 0.18566306), (1799, 'Cygnus buccinator_Trumpeter Swan', 0.05561977), (6466, 'Zenaida asiatica_White-winged Dove', 0.020419443)]",
2026-01-27,14:34:29,"Chunk 5 from recording_20260127_143048.wav: [(4837, 'Pomatorhinus horsfieldii_Indian Scimitar-Babbler', 0.23952495), (2430, 'Gallus sonneratii_Gray Junglefowl', 0.040574603), (3491, 'Meleagris gallopavo_Wild Turkey', 0.03361342), (567, 'Athene brama_Spotted Owlet', 0.021388695), (1546, 'Copsychus malabaricus_White-rumped Shama', 0.018159576)]",
2026-01-27,14:34:30,"Chunk 1 from recording_20260127_142132.wav: [(2143, 'Engine_Engine', 0.2609136), (2818, 'Human non-vocal_Human non-vocal', 0.18658511), (4862, 'Power tools_Power tools', 0.08062585), (4147, 'Otus magicus_Moluccan Scops-Owl', 0.038652964), (4145, 'Otus lettia_Collared Scops-Owl', 0.03615104)]",
2026-01-27,14:34:30,"Chunk 3 from recording_20260127_142132.wav: [(4010, 'Odontophorus gujanensis_Marbled Wood-Quail', 0.60254437), (3823, 'Myrmothera campanisona_Thrush-like Antpitta', 0.38753015), (3965, 'Nyctibius griseus_Common Potoo', 0.22605845), (4017, 'Odontophorus stellatus_Starred Wood-Quail', 0.08434671), (1701, 'Crypturellus boucardi_Slaty-breasted Tinamou', 0.029415546)]",
2026-01-27,14:34:32,"Chunk 3 from recording_20260127_142150.wav: [(5760, 'Strix aluco_Tawny Owl', 0.6438952), (5773, 'Strix varia_Barred Owl', 0.463326), (760, 'Buceros hydrocorax_Rufous Hornbill', 0.02719766), (5769, 'Strix ocellata_Mottled Wood-Owl', 0.011136318), (487, 'Argusianus argus_Great Argus', 0.008848304)]",
2026-01-27,14:34:34,"Chunk 3 from recording_20260127_143227.wav: [(2563, 'Grallaria haplonota_Plain-backed Antpitta', 0.7250294), (4971, 'Psilopogon chrysopogon_Gold-whiskered Barbet', 0.25242543), (752, 'Buccanodon duchaillui_Yellow-spotted Barbet', 0.16535893), (6145, 'Tricholaema leucomelas_Pied Barbet', 0.11556411), (3823, 'Myrmothera campanisona_Thrush-like Antpitta', 0.07537537)]",
2026-01-27,14:34:34,"Chunk 4 from recording_20260127_143227.wav: [(4837, 'Pomatorhinus horsfieldii_Indian Scimitar-Babbler', 0.39007849), (6195, 'Trogon elegans_Elegant Trogon', 0.032449547), (4983, 'Psilopogon lineatus_Lineated Barbet', 0.029066201), (4968, 'Psilopogon asiaticus_Blue-throated Barbet', 0.022455933), (190, 'Amaurornis phoenicurus_White-breasted Waterhen', 0.021756437)]",
2026-01-27,14:34:35,"Chunk 5 from recording_20260127_143227.wav: [(2514, 'Glaucidium capense_African Barred Owlet', 0.45661265), (6195, 'Trogon elegans_Elegant Trogon', 0.058900874), (4896, 'Priotelus temnurus_Cuban Trogon', 0.03241796), (1837, 'Dacelo leachii_Blue-winged Kookaburra', 0.017608836), (1062, 'Centropus bengalensis_Lesser Coucal', 0.009738422)]",
2026-01-27,14:34:36,"Chunk 2 from recording_20260127_142138.wav: [(5294, 'Rhodinocichla rosea_Rosy Thrush-Tanager', 0.34018123), (4099, 'Oriolus xanthornus_Black-hooded Oriole', 0.066155836), (94, 'Aegithina tiphia_Common Iora', 0.035027474), (2035, 'Dysithamnus mentalis_Plain Antvireo', 0.0049210624), (949, 'Cantorchilus leucotis_Buff-breasted Wren', 0.0048084334)]",
2026-01-27,14:34:36,"Chunk 3 from recording_20260127_142138.wav: [(760, 'Buceros hydrocorax_Rufous Hornbill', 0.73484516), (487, 'Argusianus argus_Great Argus', 0.11107952), (5760, 'Strix aluco_Tawny Owl', 0.04819842), (2597, 'Grus grus_Common Crane', 0.045955386), (3964, 'Nyctibius grandis_Great Potoo', 0.04295818)]",
2026-01-27,14:34:36,"Chunk 4 from recording_20260127_142138.wav: [(759, 'Buceros bicornis_Great Hornbill', 0.27618802), (1610, 'Corythaeola cristata_Great Blue Turaco', 0.17766885), (1949, 'Dog_Dog', 0.12960923), (2818, 'Human non-vocal_Human non-vocal', 0.04928944), (5882, 'Tadorna ferruginea_Ruddy Shelduck', 0.04630244)]",
2026-01-27,14:34:37,"Chunk 1 from recording_20260127_142144.wav: [(5560, 'Siren_Siren', 0.45476702), (2428, 'Gallus gallus_Red Junglefowl', 0.21366261), (2819, 'Human vocal_Human vocal', 0.13116565), (4147, 'Otus magicus_Moluccan Scops-Owl', 0.07495743), (760, 'Buceros hydrocorax_Rufous Hornbill', 0.053560026)]",
2026-01-27,14:34:40,"Chunk 1 from recording_20260127_141520.wav: [(3189, 'Leptotila verreauxi_White-tipped Dove', 0.79095674), (6470, 'Zenaida meloda_West Peruvian Dove', 0.04151643), (5364, 'Sarothrura elegans_Buff-spotted Flufftail', 0.03676348), (3183, 'Leptotila jamaicensis_Caribbean Dove', 0.026957402), (3181, 'Leptotila cassinii_Gray-chested Dove', 0.02098044)]",
2026-01-27,14:34:41,"Chunk 3 from recording_20260127_141520.wav: [(3189, 'Leptotila verreauxi_White-tipped Dove', 0.46367553), (3188, 'Leptotila rufaxilla_Gray-fronted Dove', 0.12394829), (6469, 'Zenaida macroura_Mourning Dove', 0.12184978), (6476, 'Zentrygon linearis_Lined Quail-Dove', 0.030332174), (2143, 'Engine_Engine', 0.027720507)]",
2026-01-27,14:39:10,"Chunk 2 from recording_20260127_143421.wav: [(1718, 'Cuculus lepidus_Sunda Cuckoo', 0.7010083), (1715, 'Cuculus canorus_Common Cuckoo', 0.11779453), (6321, 'Upupa epops_Eurasian Hoopoe', 0.113290906), (4414, 'Phapitreron leucotis_White-eared Brown-Dove', 0.08156961), (2563, 'Grallaria haplonota_Plain-backed Antpitta', 0.08115979)]",
2026-01-27,14:39:10,"Chunk 3 from recording_20260127_143421.wav: [(4837, 'Pomatorhinus horsfieldii_Indian Scimitar-Babbler', 0.8003311), (4995, 'Psilopogon zeylanicus_Brown-headed Barbet', 0.6146678), (2182, 'Erythrogenys hypoleucos_Large Scimitar-Babbler', 0.034056365), (4992, 'Psilopogon rubricapillus_Crimson-fronted Barbet', 0.014053726), (3978, 'Nyctyornis athertoni_Blue-bearded Bee-eater', 0.009527236)]",
2026-01-27,14:39:12,"Chunk 1 from recording_20260127_143433.wav: [(6051, 'Thryophilus rufalbus_Rufous-and-white Wren', 0.32021844), (3823, 'Myrmothera campanisona_Thrush-like Antpitta', 0.15235446), (4837, 'Pomatorhinus horsfieldii_Indian Scimitar-Babbler', 0.070403524), (5689, 'Stachyris nigricollis_Black-throated Babbler', 0.025441663), (3336, 'Macronus ptilosus_Fluffy-backed Tit-Babbler', 0.014131738)]",
2026-01-27,14:39:13,"Chunk 4 from recording_20260127_143433.wav: [(4275, 'Patagioenas nigrirostris_Short-billed Pigeon', 0.80770123), (3823, 'Myrmothera campanisona_Thrush-like Antpitta', 0.28236425), (3336, 'Macronus ptilosus_Fluffy-backed Tit-Babbler', 0.26659238), (2563, 'Grallaria haplonota_Plain-backed Antpitta', 0.10835476), (1706, 'Crypturellus noctivagus_Yellow-legged Tinamou', 0.079897076)]",
2026-01-27,14:39:13,"Chunk 5 from recording_20260127_143433.wav: [(2215, 'Eumomota superciliosa_Turquoise-browed Motmot', 0.22213842), (2077, 'Electron platyrhynchum_Broad-billed Motmot', 0.08116744), (5490, 'Semnornis ramphastinus_Toucan Barbet', 0.014815096), (1414, 'Clamator jacobinus_Pied Cuckoo', 0.014047821), (3187, 'Leptotila plumbeiceps_Gray-headed Dove', 0.013325894)]",
2026-01-27,14:39:14,"Chunk 2 from recording_20260127_143414.wav: [(4099, 'Oriolus xanthornus_Black-hooded Oriole', 0.3141241), (4086, 'Oriolus kundoo_Indian Golden Oriole', 0.050478972), (94, 'Aegithina tiphia_Common Iora', 0.046262573), (759, 'Buceros bicornis_Great Hornbill', 0.033137385), (4837, 'Pomatorhinus horsfieldii_Indian Scimitar-Babbler', 0.028726451)]",
2026-01-27,14:39:16,"Chunk 1 from recording_20260127_143408.wav: [(4099, 'Oriolus xanthornus_Black-hooded Oriole', 0.36660126), (3556, 'Micrastur ruficollis_Barred Forest-Falcon', 0.11169598), (5136, 'Pycnonotus cafer_Red-vented Bulbul', 0.028976375), (1202, 'Chiroxiphia pareola_Blue-backed Manakin', 0.018552767), (1866, 'Dendrocitta vagabunda_Rufous Treepie', 0.017480927)]",
2026-01-27,14:39:17,"Chunk 2 from recording_20260127_143408.wav: [(4145, 'Otus lettia_Collared Scops-Owl', 0.23463656), (4983, 'Psilopogon lineatus_Lineated Barbet', 0.08725137), (564, 'Atelornis crossleyi_Rufous-headed Ground-Roller', 0.038135108), (4149, 'Otus mantananensis_Mantanani Scops-Owl', 0.031435326), (4995, 'Psilopogon zeylanicus_Brown-headed Barbet', 0.030540919)]",
2026-01-27,14:39:18,"Chunk 1 from recording_20260127_143427.wav: [(4099, 'Oriolus xanthornus_Black-hooded Oriole', 0.32692966), (5136, 'Pycnonotus cafer_Red-vented Bulbul', 0.054912094), (1414, 'Clamator jacobinus_Pied Cuckoo', 0.02740532), (1866, 'Dendrocitta vagabunda_Rufous Treepie', 0.026566874), (2788, 'Hierococcyx varius_Common Hawk-Cuckoo', 0.023737792)]",
2026-01-27,14:39:20,"Chunk 3 from recording_20260127_143402.wav: [(97, 'Aegolius funereus_Boreal Owl', 0.2099593), (4837, 'Pomatorhinus horsfieldii_Indian Scimitar-Babbler', 0.111294426), (4983, 'Psilopogon lineatus_Lineated Barbet', 0.07284427), (2182, 'Erythrogenys hypoleucos_Large Scimitar-Babbler', 0.027644103), (4099, 'Oriolus xanthornus_Black-hooded Oriole', 0.021641526)]",
2026-01-27,14:40:23,"Chunk 4 from recording_20260127_144003.wav: [(2215, 'Eumomota superciliosa_Turquoise-browed Motmot', 0.6691474), (5490, 'Semnornis ramphastinus_Toucan Barbet', 0.12719953), (3965, 'Nyctibius griseus_Common Potoo', 0.06221317), (1706, 'Crypturellus noctivagus_Yellow-legged Tinamou', 0.051831357), (4143, 'Otus elegans_Ryukyu Scops-Owl', 0.03297413)]",
2026-01-27,14:40:23,"Chunk 5 from recording_20260127_144003.wav: [(4275, 'Patagioenas nigrirostris_Short-billed Pigeon', 0.32152522), (3336, 'Macronus ptilosus_Fluffy-backed Tit-Babbler', 0.29125226), (3823, 'Myrmothera campanisona_Thrush-like Antpitta', 0.121668175), (4837, 'Pomatorhinus horsfieldii_Indian Scimitar-Babbler', 0.09885965), (5886, 'Taenioptynx brodiei_Collared Owlet', 0.074232556)]",
2026-01-27,14:47:47,"Chunk 1 from recording_20260127_144508.wav: [(5490, 'Semnornis ramphastinus_Toucan Barbet', 0.39544448), (4979, 'Psilopogon haemacephalus_Coppersmith Barbet', 0.15790822), (3825, 'Myrmothera fulviventris_White-lored Antpitta', 0.038684923), (1715, 'Cuculus canorus_Common Cuckoo', 0.037453745), (6293, 'Turtur chalcospilos_Emerald-spotted Wood-Dove', 0.024518149)]",
2026-01-27,14:47:48,"Chunk 1 from recording_20260127_144502.wav: [(4995, 'Psilopogon zeylanicus_Brown-headed Barbet', 0.24096438), (1610, 'Corythaeola cristata_Great Blue Turaco', 0.055572964), (4983, 'Psilopogon lineatus_Lineated Barbet', 0.038600642), (3544, 'Mesembrinibis cayennensis_Green Ibis', 0.037760653), (5746, 'Streptopelia chinensis_Spotted Dove', 0.035940077)]",
2026-01-27,14:47:49,"Chunk 2 from recording_20260127_144502.wav: [(4280, 'Patagioenas subvinacea_Ruddy Pigeon', 0.39376152), (6475, 'Zentrygon lawrencii_Purplish-backed Quail-Dove', 0.07943396), (4995, 'Psilopogon zeylanicus_Brown-headed Barbet', 0.04251303), (4277, 'Patagioenas plumbea_Plumbeous Pigeon', 0.0412416), (4927, 'Psarocolius viridis_Green Oropendola', 0.039117668)]",
2026-01-27,14:47:49,"Chunk 3 from recording_20260127_144502.wav: [(5746, 'Streptopelia chinensis_Spotted Dove', 0.30275714), (4277, 'Patagioenas plumbea_Plumbeous Pigeon', 0.10527645), (5755, 'Streptopelia turtur_European Turtle-Dove', 0.10462137), (3914, 'Ninox boobook_Southern Boobook', 0.0734931), (1610, 'Corythaeola cristata_Great Blue Turaco', 0.039463844)]",
